source_domain,source_url,source_title,anchor_text,broken_url,broken_domain,status,follow_status,link_type,final_domain
barnsleywomensfc.org,https://www.barnsleywomensfc.org/teams/263977/match-centre/0-5514520,2 Grassroots sports : Barnsley Women U13s,,http://www.thefa.com/get-involved/player/the-fa-charter-standard,thefa.com,redirect->englandfootball.com,dofollow,redirected_unrelated_topic,englandfootball.com
cambournetownfc.org.uk,https://www.cambournetownfc.org.uk/news/weve-been-awarded-cambs-grassroots-club-of-the-year-2787445.html,We've been awarded Cambs Grassroots club of the year!,,https://www.baronscambridgebmw.co.uk/,baronscambridgebmw.co.uk,redirect->group1cambridgebmw.co.uk,dofollow,redirected_unrelated_topic,group1cambridgebmw.co.uk
northridingfa.com,https://www.northridingfa.com/safeguarding-and-welfare/play-phase-safeguarding/heading-in-u7-u9-football,Heading in U7-U9 Football,,https://www.veo.co/partnership/north-riding-fa?utm_source=google&amp;utm_medium=cpc&amp;creative=&amp;campaignid=18345420930&amp;adgroupid=&amp;keyword=&amp;gclid=EAIaIQobChMIwbODw82xggMVTOTtCh3cog5AEAAYASAAEgK_jvD_BwE,veo.co,redirect->veo.com,nofollow,redirected_unrelated_topic,veo.com
bkthisandthat.org.uk,https://bkthisandthat.org.uk/potted-history-on-the-origins-and-development-of-association-football-in-england-up-to-the-1920s/,Potted History on the Origins and Development of Association ...,Embed from Getty Images,https://www.gettyimages.com/detail/466652071,gettyimages.com,redirect->gettyimages.co.uk,dofollow,redirected_unrelated_topic,gettyimages.co.uk
bkthisandthat.org.uk,https://bkthisandthat.org.uk/potted-history-on-the-origins-and-development-of-association-football-in-england-up-to-the-1920s/,Potted History on the Origins and Development of Association ...,Eton Field Game by Henry G Brooks,https://www.nationalfootballmuseum.com/collections_detail/print-eton-field-game-henry-g-brooks-circa-1890/,nationalfootballmuseum.com,403,dofollow,broken,nationalfootballmuseum.com
bkthisandthat.org.uk,https://bkthisandthat.org.uk/potted-history-on-the-origins-and-development-of-association-football-in-england-up-to-the-1920s/,Potted History on the Origins and Development of Association ...,Nathaniel Creswick and William Prest,https://sheffieldfc.com/the-worlds-first/history,sheffieldfc.com,404,dofollow,broken,sheffieldfc.com
northridingfa.com,https://www.northridingfa.com/safeguarding-and-welfare/play-phase-safeguarding/heading-in-u7-u9-football,Heading in U7-U9 Football,,https://www.phosters.co.uk/,phosters.co.uk,redirect->cambridgemaintenance.co.uk,nofollow,redirected_unrelated_topic,cambridgemaintenance.co.uk
northridingfa.com,https://www.northridingfa.com/safeguarding-and-welfare/play-phase-safeguarding/heading-in-u7-u9-football,Heading in U7-U9 Football,,https://showcase.kitlocker.store/kitlocker-county-fa-partners/,kitlocker.store,502,nofollow,broken,kitlocker.store
cambournetownfc.org.uk,https://www.cambournetownfc.org.uk/news/weve-been-awarded-cambs-grassroots-club-of-the-year-2787445.html,We've been awarded Cambs Grassroots club of the year!,,http://www.thefa.com/my-football/football-volunteers/Runningaclub/Runningaclub/CharterStandard,thefa.com,redirect->englandfootball.com,dofollow,redirected_unrelated_topic,englandfootball.com
heritagecalling.com,https://heritagecalling.com/2023/08/03/the-history-of-womens-football-in-england/,The History of Women's Football in England,Accessibility,https://historicengland.org.uk/access/,historicengland.org.uk,403,dofollow,broken,historicengland.org.uk
heritagecalling.com,https://heritagecalling.com/2023/08/03/the-history-of-womens-football-in-england/,The History of Women's Football in England,Privacy and Cookies,https://historicengland.org.uk/terms/privacy-cookies/,historicengland.org.uk,403,dofollow,broken,historicengland.org.uk
bkthisandthat.org.uk,https://bkthisandthat.org.uk/potted-history-on-the-origins-and-development-of-association-football-in-england-up-to-the-1920s/,Potted History on the Origins and Development of Association ...,England Schoolboys team 1907 (versus Wales),http://www.esfa.co.uk/,esfa.co.uk,redirect->schoolsfootball.org,dofollow,redirected_unrelated_topic,schoolsfootball.org
heritagecalling.com,https://heritagecalling.com/2023/08/03/the-history-of-womens-football-in-england/,The History of Women's Football in England,View image BL24281/025,https://historicengland.org.uk/images-books/photos/item/BL24281/025,historicengland.org.uk,403,dofollow,broken,historicengland.org.uk
icasports.com,https://www.icasports.com/teams/280818/match-centre/1-16058389,Match Overview: ICA Sports FC P - P NXT GEN FC,Club App,https://pitchero.onelink.me/3472025876?pid=Text%20Link&amp;c=Homepage-Nov19&amp;af_web_dp=https%3A%2F%2Fwww.pitchero.com%2Fclub-app,onelink.me,404,nofollow,broken,onelink.me
finchampsteadfc.com,https://www.finchampsteadfc.com/calendar/event/fa-silent-weekend-youth-football--2-635116,FA Silent Weekend: Youth Football - 2,Thames Valley Premier League Tables,https://fulltime.thefa.com/index.html?psSelectedSeason=702709440&amp;psSelectedDivision=877131689&amp;psSelectedLeague=6151604,thefa.com,403,nofollow,broken,thefa.com
finchampsteadfc.com,https://www.finchampsteadfc.com/calendar/event/fa-silent-weekend-youth-football--2-635116,FA Silent Weekend: Youth Football - 2,BCGFL League Tables,https://fulltime.thefa.com/index.html?selectedSeason=768007664&amp;selectedFixtureGroupAgeGroup=0&amp;selectedDivision=497624177&amp;selectedCompetition=0,thefa.com,403,nofollow,broken,thefa.com
finchampsteadfc.com,https://www.finchampsteadfc.com/calendar/event/fa-silent-weekend-youth-football--2-635116,FA Silent Weekend: Youth Football - 2,,https://www.zanooconsulting.co.uk/,zanooconsulting.co.uk,redirect->zanoo.co.uk,dofollow,redirected_same_topic,zanoo.co.uk
finchampsteadfc.com,https://www.finchampsteadfc.com/calendar/event/fa-silent-weekend-youth-football--2-635116,FA Silent Weekend: Youth Football - 2,,https://www.blueapplecatering.co.uk/,blueapplecatering.co.uk,404,dofollow,broken,blueapplecatering.co.uk
finchampsteadfc.com,https://www.finchampsteadfc.com/calendar/event/fa-silent-weekend-youth-football--2-635116,FA Silent Weekend: Youth Football - 2,,https://calmchaos.uk/,calmchaos.uk,404,dofollow,broken,calmchaos.uk
finchampsteadfc.com,https://www.finchampsteadfc.com/calendar/event/fa-silent-weekend-youth-football--2-635116,FA Silent Weekend: Youth Football - 2,,https://www.cokerexpo.co.uk/,cokerexpo.co.uk,402,dofollow,broken,cokerexpo.co.uk
icasports.com,https://www.icasports.com/teams/280818/match-centre/1-16058389,Match Overview: ICA Sports FC P - P NXT GEN FC,,http://www.clubmark.org.uk/,clubmark.org.uk,redirect->sportquestion.com,dofollow,redirected_unrelated_topic,sportquestion.com
icasports.com,https://www.icasports.com/teams/280818/match-centre/1-16058389,Match Overview: ICA Sports FC P - P NXT GEN FC,,http://www.fifa.com/,fifa.com,403,dofollow,broken,azurefd.net
icasports.com,https://www.icasports.com/teams/280818/match-centre/1-16058389,Match Overview: ICA Sports FC P - P NXT GEN FC,,http://www.thefa.com/RESPECT,thefa.com,redirect->englandfootball.com,dofollow,redirected_unrelated_topic,englandfootball.com
icasports.com,https://www.icasports.com/teams/280818/match-centre/1-16058389,Match Overview: ICA Sports FC P - P NXT GEN FC,,http://www.thefa.com/my-football/football-volunteers/Runningaclub/Runningaclub/CharterStandard,thefa.com,redirect->englandfootball.com,dofollow,redirected_unrelated_topic,englandfootball.com
finchampsteadfc.com,https://www.finchampsteadfc.com/calendar/event/fa-silent-weekend-youth-football--2-635116,FA Silent Weekend: Youth Football - 2,,https://www.nirvanaspa.co.uk/,nirvanaspa.co.uk,403,dofollow,broken,nirvanaspacollection.co.uk
thecoacheslink.com,https://www.thecoacheslink.com/grassrootsfootball-uk/,Grassroots Football UK,Click here to visit Grassroots Football UK and register your club,https://www.grassroots-football.uk/,grassroots-football.uk,fetch failed,dofollow,broken,grassroots-football.uk
thecoacheslink.com,https://www.thecoacheslink.com/grassrootsfootball-uk/,Grassroots Football UK,Grassroots Clubs,https://www.grassroots-football.uk/grassroots-football-clubs/,grassroots-football.uk,fetch failed,dofollow,broken,grassroots-football.uk
thecoacheslink.com,https://www.thecoacheslink.com/grassrootsfootball-uk/,Grassroots Football UK,Information about Tournaments,https://www.grassroots-football.uk/grassroots-football-tournaments/,grassroots-football.uk,fetch failed,dofollow,broken,grassroots-football.uk
thecoacheslink.com,https://www.thecoacheslink.com/grassrootsfootball-uk/,Grassroots Football UK,Local Leagues (By Region),https://www.grassroots-football.uk/grassroots-football-leagues/,grassroots-football.uk,fetch failed,dofollow,broken,grassroots-football.uk
thecoacheslink.com,https://www.thecoacheslink.com/grassrootsfootball-uk/,Grassroots Football UK,Other Partners that support Grassroots Sport,https://www.grassroots-football.uk/partners/,grassroots-football.uk,fetch failed,dofollow,broken,grassroots-football.uk
finchampsteadfc.com,https://www.finchampsteadfc.com/calendar/event/fa-silent-weekend-youth-football--2-635116,FA Silent Weekend: Youth Football - 2,,http://www.thefa.com/my-football/football-volunteers/Runningaclub/Runningaclub/CharterStandard,thefa.com,redirect->englandfootball.com,dofollow,redirected_unrelated_topic,englandfootball.com
mcdonalds.com,https://www.mcdonalds.com/gb/en-gb/football.html,Grassroots Football UK,RMHC,https://rmhc.org.uk/,rmhc.org.uk,redirect->ronaldmcdonaldhouse.org.uk,dofollow,redirected_unrelated_topic,ronaldmcdonaldhouse.org.uk
mcdonalds.com,https://www.mcdonalds.com/gb/en-gb/football.html,Grassroots Football UK,The only way to get Rewards points on McDelivery® Download our app by scanning the QR code.,https://smart.link/rezytwru8258u,smart.link,redirect->mcdonalds.com,dofollow,redirected_unrelated_topic,mcdonalds.com
liverpool.gov.uk,https://liverpool.gov.uk/communities-and-safety/community-initiatives-funding-and-grants/grassroots-music-venues-support-programme/,Liverpool Grassroots Music Venues Support Programme,Bluesky,https://lpoolcouncil.bsky.social/,bsky.social,404,dofollow,broken,bsky.app
gloucestershire.gov.uk,https://www.gloucestershire.gov.uk/grassroots-neighbourhood-fund/,Grassroots Neighbourhood Fund,Libraries,https://gloslibraries.uk/,gloslibraries.uk,520,dofollow,broken,gloslibraries.uk
prevent-suicide.org.uk,https://prevent-suicide.org.uk/faces-of-the-grassroots-runners-2021-melis-trimmer/,Meet the Grassroots Runners 2021: Melis Trimmer,Need urgent help?,https://www.stayalive.app/find-help-now/urgent-support/,stayalive.app,redirect->prevent-suicide.org.uk,dofollow,redirected_unrelated_topic,prevent-suicide.org.uk
prevent-suicide.org.uk,https://prevent-suicide.org.uk/faces-of-the-grassroots-runners-2021-melis-trimmer/,Meet the Grassroots Runners 2021: Melis Trimmer,Having suicidal thoughts?,https://www.stayalive.app/,stayalive.app,redirect->prevent-suicide.org.uk,dofollow,redirected_unrelated_topic,prevent-suicide.org.uk
englandfootball.com,https://www.englandfootball.com/participate/behaviour/the-grassroots-code,The Grassroots Code,Show you Respect the Standard Get your hands on The Grassroots Code and everything you need to bring it to life. Set the standards in your club and create the right environment for all to enjoy the game. Download your pack,https://we.tl/t-X32Isfk3lf,we.tl,redirect->wetransfer.com,dofollow,redirected_same_topic,wetransfer.com
teamgrassroots.co.uk,https://www.teamgrassroots.co.uk/the-challenges-facing-grassroots-football-in-england/,The Challenges Facing Grassroots Football in England,Rohit,https://www.justdial.com/Mumbai/Football-Clubs/nct-10623517,justdial.com,503,nofollow,broken,justdial.com
totalgrassroots.com,https://totalgrassroots.com/,Grassroots Football Support: Free Kits &amp; Funding Guidance,Marketing,http://eepurl.com/iLBeL6,eepurl.com,redirect->list-manage.com,dofollow,redirected_same_topic,list-manage.com
englandfootball.com,https://www.englandfootball.com/participate/leagues-and-clubs/helpful-apps-and-websites,Digitising the grassroots game,"FULL-TIME Full-Time is the easy way of managing your football leagues online. It is the only league administration package that works in conjunction with The FA, your County website and Club Portal. Visit website",https://fulltime-league.thefa.com/home/index.html,thefa.com,This operation was aborted,dofollow,broken,thefa.com
gloucs.sch.uk,https://www.stratton.gloucs.sch.uk/useful-links/,Useful Links,BT Education,https://www.businessdirect.bt.com/sectors/education/,bt.com,403,dofollow,broken,bt.com
gloucs.sch.uk,https://www.stratton.gloucs.sch.uk/useful-links/,Useful Links,Parent Shopping Centre,http://www.parentcentre.co.uk/,parentcentre.co.uk,redirect->allkids.co.uk,dofollow,redirected_same_topic,allkids.co.uk
gloucs.sch.uk,https://www.stratton.gloucs.sch.uk/useful-links/,Useful Links,Stratton Videos,https://stratton-cofe-primary-school.primarysite.media/,primarysite.media,404,dofollow,broken,primarysite.media
gloucs.sch.uk,https://www.stratton.gloucs.sch.uk/useful-links/,Useful Links,Website design by PrimarySite,https://primarysite.net/,primarysite.net,redirect->junipereducation.org,dofollow,redirected_unrelated_topic,junipereducation.org
richmondandkewfc.co.uk,https://www.richmondandkewfc.co.uk/usefullinks-2/,Useful Links,Club Shop,https://www.kitlocker.shop/rkfconlinestore/,kitlocker.shop,403,dofollow,broken,kitlocker.shop
richmondandkewfc.co.uk,https://www.richmondandkewfc.co.uk/usefullinks-2/,Useful Links,,https://football.mitoo.co.uk/News.cfm?LeagueCode=SSEC2017&#038;NB=0,mitoo.co.uk,redirect->mitoofootball.com,dofollow,redirected_unrelated_topic,mitoofootball.com
richmondandkewfc.co.uk,https://www.richmondandkewfc.co.uk/usefullinks-2/,Useful Links,Surrey South East Combination,https://football.mitoo.co.uk/News.cfm?LeagueCode=SSEC2017&amp;NB=0,mitoo.co.uk,redirect->mitoofootball.com,dofollow,redirected_unrelated_topic,mitoofootball.com
bsyfc.co.uk,https://www.bsyfc.co.uk/club-info/Useful%20Links,Useful Links,http://hthttp://www.thefa.com/GetIntoFootball/GetIntoFootballPages/Mini-Soccer,http://hthttp//www.thefa.com/GetIntoFootball/GetIntoFootballPages/Mini-Soccer,hthttp,fetch failed,dofollow,broken,hthttp
richmondandkewfc.co.uk,https://www.richmondandkewfc.co.uk/usefullinks-2/,Useful Links,,https://fulltime.thefa.com/index.html?league=652739866,thefa.com,403,dofollow,broken,thefa.com
bsyfc.co.uk,https://www.bsyfc.co.uk/club-info/Useful%20Links,Useful Links,http://www.avonyl.co.uk,http://www.avonyl.co.uk/,avonyl.co.uk,fetch failed,dofollow,broken,avonyl.co.uk
richmondandkewfc.co.uk,https://www.richmondandkewfc.co.uk/usefullinks-2/,Useful Links,,https://login.thefa.com/b2cthefa.onmicrosoft.com/b2c_1a_signup_signin_plyreg/oauth2/v2.0/authorize?client_id=71fbae14-8952-460b-bc96-d12524391890&#038;redirect_uri=https%3A%2F%2Fwholegame.thefa.com%2FIndividual%2FInvoice%2FSummary&#038;response_mode=form_post&#038;response_type=code%20id_token&#038;scope=openid&#038;state=OpenIdConnect.AuthenticationProperties%3DfI3DD6kRr9Yem5fM2H8Nq8jCxtxb72YbLSnoT-JyAXkDLKcUtjpnkTp9qhTYiEnJUrG_JEQnjfQpSTz6q4cs4212KkFfOIKSaYlneu7BrKjwqf-M6WaE8zkadpiIrf3tvHxfwx5T1MSug5E39hsdzdlwwIeHK4uHnzhYVOiFYusDl5LwYMVZjLyZlCZ-xRbuW1lEykpZ0EqlA1PshUCz9P-dYuI&#038;nonce=638171883759391566.NTljMWU5YzgtZjAyNy00ZDdlLWI1NzQtZGRmNTk1YzFmMTI5NzJlZWU0NWQtZWJhZS00MTlkLWEzNjAtZmRiYjQ4MzhlODNj&#038;FAAppToken=WGS&#038;x-client-SKU=ID_NET45&#038;x-client-ver=5.5.0.0,thefa.com,404,dofollow,broken,thefa.com
richmondandkewfc.co.uk,https://www.richmondandkewfc.co.uk/usefullinks-2/,Useful Links,Whole Game System,https://login.thefa.com/b2cthefa.onmicrosoft.com/b2c_1a_signup_signin_plyreg/oauth2/v2.0/authorize?client_id=71fbae14-8952-460b-bc96-d12524391890&amp;redirect_uri=https%3A%2F%2Fwholegame.thefa.com%2FIndividual%2FInvoice%2FSummary&amp;response_mode=form_post&amp;response_type=code%20id_token&amp;scope=openid&amp;state=OpenIdConnect.AuthenticationProperties%3DfI3DD6kRr9Yem5fM2H8Nq8jCxtxb72YbLSnoT-JyAXkDLKcUtjpnkTp9qhTYiEnJUrG_JEQnjfQpSTz6q4cs4212KkFfOIKSaYlneu7BrKjwqf-M6WaE8zkadpiIrf3tvHxfwx5T1MSug5E39hsdzdlwwIeHK4uHnzhYVOiFYusDl5LwYMVZjLyZlCZ-xRbuW1lEykpZ0EqlA1PshUCz9P-dYuI&amp;nonce=638171883759391566.NTljMWU5YzgtZjAyNy00ZDdlLWI1NzQtZGRmNTk1YzFmMTI5NzJlZWU0NWQtZWJhZS00MTlkLWEzNjAtZmRiYjQ4MzhlODNj&amp;FAAppToken=WGS&amp;x-client-SKU=ID_NET45&amp;x-client-ver=5.5.0.0,thefa.com,404,dofollow,broken,thefa.com
bsyfc.co.uk,https://www.bsyfc.co.uk/club-info/Useful%20Links,Useful Links,http://www.bcfc.co.uk/page/welcome,http://www.bcfc.co.uk/page/welcome,bcfc.co.uk,403,dofollow,broken,bcfc.co.uk
bsyfc.co.uk,https://www.bsyfc.co.uk/club-info/Useful%20Links,Useful Links,http://www.bristolrovers.co.uk/page/Welcome,http://www.bristolrovers.co.uk/page/Welcome,bristolrovers.co.uk,404,dofollow,broken,bristolrovers.co.uk
lancingfcyouth.co.uk,https://www.lancingfcyouth.co.uk/resources/useful-links/,Useful Links - lancing football club youth,,https://www.thefa.com/get-involved/respect,thefa.com,redirect->englandfootball.com,dofollow,redirected_unrelated_topic,englandfootball.com
bsyfc.co.uk,https://www.bsyfc.co.uk/club-info/Useful%20Links,Useful Links,http://www.thefa.com/my-football,http://www.thefa.com/my-football,thefa.com,redirect->englandfootball.com,dofollow,redirected_unrelated_topic,englandfootball.com
bsyfc.co.uk,https://www.bsyfc.co.uk/club-info/Useful%20Links,Useful Links,http://www.thisisbristol.co.uk/football,http://www.thisisbristol.co.uk/football,thisisbristol.co.uk,redirect->bristolpost.co.uk,dofollow,redirected_same_topic,bristolpost.co.uk
lancingfcyouth.co.uk,https://www.lancingfcyouth.co.uk/resources/useful-links/,Useful Links - lancing football club youth,FA Introduction to Coaching Football,https://thebootroom.thefa.com/learning/qualifications/introduction-to-coaching-football,thefa.com,404,dofollow,broken,thefa.com
lancingfcyouth.co.uk,https://www.lancingfcyouth.co.uk/resources/useful-links/,Useful Links - lancing football club youth,FA Full-Time Admin System,https://fulltime-admin.thefa.com/b2c/signinLanding.html,thefa.com,404,dofollow,broken,thefa.com
lancingfcyouth.co.uk,https://www.lancingfcyouth.co.uk/resources/useful-links/,Useful Links - lancing football club youth,FA Whole Game System,https://login.thefa.com/b2cthefa.onmicrosoft.com/b2c_1a_signup_signin_wgswithroles/oauth2/v2.0/authorize?client_id=71fbae14-8952-460b-bc96-d12524391890&amp;redirect_uri=https%3A%2F%2Fwholegame.thefa.com%2FIndividual%2FInvoice%2FSummary&amp;response_mode=form_post&amp;response_type=code%20id_token&amp;scope=openid&amp;state=OpenIdConnect.AuthenticationProperties%3Dz1DT9ID9ss74GuY64dTbpOJDWAhNUyO7PpB9A3g8u2IDyEhrIPbqcGDuhskW2XqZlnJ4kGzQr_1kffs004A8StYxPV7mqTyjKUC5_aC8n9-Z6sIKU_bmKkrBxaPdEzTFrerXUzyRe5bVslWhXa30p4gSz59zNH7MtoONDVgWJ5IKvekoCEgnhatjSM3sjmPj_l2f13RRjDP0e5Ts9Im4cVALSrU&amp;nonce=637787235006881887.MTA0MzExMmEtMjk4Yi00ODBmLThmMzItMjkyMDFjNzljYWRjMGYwYWY2ZmItMDliOC00M2E0LTk2ZjMtOWQ1NGVkOWQzMjNl&amp;x-client-SKU=ID_NET45&amp;x-client-ver=5.5.0.0,thefa.com,404,dofollow,broken,thefa.com
lancingfcyouth.co.uk,https://www.lancingfcyouth.co.uk/resources/useful-links/,Useful Links - lancing football club youth,,https://www.mack-electrical.com/,mack-electrical.com,500,dofollow,broken,mackelectricalservices.co.uk
lancingfcyouth.co.uk,https://www.lancingfcyouth.co.uk/resources/useful-links/,Useful Links - lancing football club youth,,https://lancingorientalexpress.co.uk/,lancingorientalexpress.co.uk,403,dofollow,broken,just-eat.co.uk
lancingfcyouth.co.uk,https://www.lancingfcyouth.co.uk/resources/useful-links/,Useful Links - lancing football club youth,,http://www.cissburyassociates.co.uk/,cissburyassociates.co.uk,404,dofollow,broken,cissburyassociates.co.uk
lancingfcyouth.co.uk,https://www.lancingfcyouth.co.uk/resources/useful-links/,Useful Links - lancing football club youth,,https://bit.ly/WZ-Lancing,bit.ly,redirect->warmzoneservices.co.uk,dofollow,redirected_unrelated_topic,warmzoneservices.co.uk
bsyfc.co.uk,https://www.bsyfc.co.uk/club-info/Useful%20Links,Useful Links,http://http:/http://full-time.thefa.com/Index.do?divisionseason=1217879&amp;league=4508388,http://http/http://full-time.thefa.com/Index.do?divisionseason=1217879&amp;league=4508388,http,fetch failed,dofollow,broken,http
leckhamptonrovers.co.uk,https://www.leckhamptonrovers.co.uk/club-info/Useful%20Links,Useful Links,Cheltenham Youth Football League,http://www.cyfl.btck.co.uk/,btck.co.uk,403,dofollow,broken,btck.co.uk
leckhamptonrovers.co.uk,https://www.leckhamptonrovers.co.uk/club-info/Useful%20Links,Useful Links,Child Exploitation - Think You Know,https://www.thinkuknow.co.uk/,thinkuknow.co.uk,redirect->ceopeducation.co.uk,dofollow,redirected_unrelated_topic,ceopeducation.co.uk
leckhamptonrovers.co.uk,https://www.leckhamptonrovers.co.uk/club-info/Useful%20Links,Useful Links,Child Exploitation and Online Protection Centre,http://ceop.police.uk/,police.uk,408,dofollow,broken,police.uk
seryfa-online.info,http://www.seryfa-online.info/useful-links,Useful Links | SERYFA | South East Region Youth Football ...,http://www.scottishfa.co.uk/ssfa/,http://www.scottishfa.co.uk/ssfa/,scottishfa.co.uk,This operation was aborted,dofollow,broken,scottishfa.co.uk
lancingfcyouth.co.uk,https://www.lancingfcyouth.co.uk/resources/useful-links/,Useful Links - lancing football club youth,,https://allphase-ec.co.uk/,allphase-ec.co.uk,fetch failed,dofollow,broken,allphase-ec.co.uk
brinsworthacademy.org.uk,https://brinsworthacademy.org.uk/useful-links/,Useful Links,SIMS Parent App,https://sts.sims.co.uk/login?signin=0e329b47f4b53bdf8f13471199f064ae,sims.co.uk,fetch failed,dofollow,broken,sims.co.uk
leckhamptonrovers.co.uk,https://www.leckhamptonrovers.co.uk/club-info/Useful%20Links,Useful Links,Full Time - Cheltenham Football League,http://full-time.thefa.com/Index.do?league=516676,thefa.com,This operation was aborted,dofollow,broken,thefa.com
whiteknightsfc.co.uk,https://www.whiteknightsfc.co.uk/news/whiteknights-fc-players-wanted-for-youth-football-2965230.html,Whiteknights FC Players Wanted for Youth Football,** NEW CLUB SHOP CLICK HERE **,"https://www.directsoccer.co.uk/club-shops/w-_-z/whiteknights-fc/u6,-u7-&amp;-u8-players",directsoccer.co.uk,403,nofollow,broken,directsoccer.co.uk
seryfa-online.info,http://www.seryfa-online.info/useful-links,Useful Links | SERYFA | South East Region Youth Football ...,http://www.scottishfa.co.uk/secondary.cfm?page=2642,http://www.scottishfa.co.uk/secondary.cfm?page=2642,scottishfa.co.uk,This operation was aborted,dofollow,broken,scottishfa.co.uk
whiteknightsfc.co.uk,https://www.whiteknightsfc.co.uk/news/whiteknights-fc-players-wanted-for-youth-football-2965230.html,Whiteknights FC Players Wanted for Youth Football,,http://www.thefa.com/RESPECT,thefa.com,redirect->englandfootball.com,dofollow,redirected_unrelated_topic,englandfootball.com
shootersyouth.co.uk,https://www.shootersyouth.co.uk/news/shooters-youth-football-club-new-website-2854345.html,Shooters Youth Football Club New Website,FA Fulltime Testway,https://fulltime.thefa.com/index.html?league=915343751,thefa.com,403,nofollow,broken,thefa.com
shootersyouth.co.uk,https://www.shootersyouth.co.uk/news/shooters-youth-football-club-new-website-2854345.html,Shooters Youth Football Club New Website,FA Fulltime Peter Houseman,https://fulltime.thefa.com/index.html?league=7096650&amp;selectedSeason=796490160&amp;selectedDivision=633992749&amp;selectedCompetition=0&amp;selectedFixtureGroupKey=1_710242123,thefa.com,403,nofollow,broken,thefa.com
dorkiniansfc.co.uk,https://www.dorkiniansfc.co.uk/calendar/event/title-578390,Dorkinian FC,Dorkinian Kit Store,https://www.kitlocker.shop/dorkinianfc/,kitlocker.shop,403,nofollow,broken,kitlocker.shop
dorkiniansfc.co.uk,https://www.dorkiniansfc.co.uk/calendar/event/title-578390,Dorkinian FC,,http://kbsbuildingcontractors.co.uk/index.html,kbsbuildingcontractors.co.uk,fetch failed,dofollow,broken,kbsbuildingcontractors.co.uk
dorkiniansfc.co.uk,https://www.dorkiniansfc.co.uk/calendar/event/title-578390,Dorkinian FC,,http://www.thefa.com/RESPECT,thefa.com,redirect->englandfootball.com,dofollow,redirected_unrelated_topic,englandfootball.com
seryfa-online.info,http://www.seryfa-online.info/useful-links,Useful Links | SERYFA | South East Region Youth Football ...,http://www.scottishfa.co.uk/,http://www.scottishfa.co.uk/,scottishfa.co.uk,fetch failed,dofollow,broken,scottishfa.co.uk
leckhamptonrovers.co.uk,https://www.leckhamptonrovers.co.uk/club-info/Useful%20Links,Useful Links,Full Time - Cheltenham Youth Football League,http://full-time.thefa.com/Index.do?league=4333696,thefa.com,fetch failed,dofollow,broken,thefa.com
englandfootball.com,https://www.englandfootball.com/play/youth-football,Youth football - Play & Participate,,https://disney.co.uk/,disney.co.uk,fetch failed,dofollow,broken,disney.co.uk
leckhamptonrovers.co.uk,https://www.leckhamptonrovers.co.uk/club-info/Useful%20Links,Useful Links,,https://myclubpro.co.uk/,myclubpro.co.uk,fetch failed,dofollow,broken,myclubpro.co.uk
thefa.com,https://www.thefa.com/get-involved/player,Get involved and play football in England,FA Charter Standard Kit Store,http://www.facharterstandard.co.uk/kitstore/,facharterstandard.co.uk,503,dofollow,broken,facharterstandard.co.uk
thefa.com,https://www.thefa.com/get-involved/player,Get involved and play football in England,Tutor Stores,http://www.fatutorstore.com/,fatutorstore.com,403,dofollow,broken,fatutorstore.com
aewfc.co.uk,https://www.aewfc.co.uk/d/links.html,Links,2026-27 Youth Membership Application,https://forms.gle/MXmFR8RZezinXYiXA,forms.gle,redirect->google.com,nofollow,redirected_same_topic,google.com
aewfc.co.uk,https://www.aewfc.co.uk/d/links.html,Links,Volunteer Application,https://forms.gle/4c2xJLVVGwsZV2tz6,forms.gle,redirect->google.com,nofollow,redirected_same_topic,google.com
aewfc.co.uk,https://www.aewfc.co.uk/d/links.html,Links,https://thecpsu.org.uk/,https://thecpsu.org.uk/,thecpsu.org.uk,redirect->nspcc.org.uk,dofollow,redirected_unrelated_topic,nspcc.org.uk
aewfc.co.uk,https://www.aewfc.co.uk/d/links.html,Links,https://www.thinkuknow.co.uk/,https://www.thinkuknow.co.uk/,thinkuknow.co.uk,redirect->ceopeducation.co.uk,dofollow,redirected_unrelated_topic,ceopeducation.co.uk
aewfc.co.uk,https://www.aewfc.co.uk/d/links.html,Links,https://www.bigdeal.org.uk/,https://www.bigdeal.org.uk/,bigdeal.org.uk,403,dofollow,broken,gamcare.org.uk
aewfc.co.uk,https://www.aewfc.co.uk/d/links.html,Links,https://www.youngstonewall.org.uk/,https://www.youngstonewall.org.uk/,youngstonewall.org.uk,fetch failed,dofollow,broken,youngstonewall.org.uk
aewfc.co.uk,https://www.aewfc.co.uk/d/links.html,Links,https://www.englandfootball.com/explore/safeguarding,https://www.englandfootball.com/explore/safeguarding,englandfootball.com,404,dofollow,broken,englandfootball.com
aewfc.co.uk,https://www.aewfc.co.uk/d/links.html,Links,https://www.englandfootball.com/explore/inclusive-football/Respect,https://www.englandfootball.com/explore/inclusive-football/Respect,englandfootball.com,404,dofollow,broken,englandfootball.com
aewfc.co.uk,https://www.aewfc.co.uk/d/links.html,Links,https://www.met.police.uk/a/your-area/met/ealing/hanger-hill/,https://www.met.police.uk/a/your-area/met/ealing/hanger-hill/,police.uk,403,dofollow,broken,police.uk
aewfc.co.uk,https://www.aewfc.co.uk/d/links.html,Links,https://home.barclays/who-we-are/sponsorship/Barclays-Community-Football-Fund/,https://home.barclays/who-we-are/sponsorship/Barclays-Community-Football-Fund/,home.barclays,404,dofollow,broken,home.barclays
