opportunity_score,broken_url,broken_domain,old_resource_topic,total_referring_domains,quality_referring_domains,strongest_referring_domain,strongest_linking_url,follow_status,UK_relevance,football_relevance,existing_football_parent_url,replacement_quality,new_article_required,acquisition_candidate,recommended_action
15,https://login.thefa.com/b2cthefa.onmicrosoft.com/b2c_1a_signup_signin_wgswithroles/oauth2/v2.0/authorize?client_id=71fbae14-8952-460b-bc96-d12524391890&amp;redirect_uri=https%3A%2F%2Fwholegame.thefa.com%2FIndividual%2FInvoice%2FSummary&amp;response_mode=form_post&amp;response_type=code%20id_token&amp;scope=openid&amp;state=OpenIdConnect.AuthenticationProperties%3Dz1DT9ID9ss74GuY64dTbpOJDWAhNUyO7PpB9A3g8u2IDyEhrIPbqcGDuhskW2XqZlnJ4kGzQr_1kffs004A8StYxPV7mqTyjKUC5_aC8n9-Z6sIKU_bmKkrBxaPdEzTFrerXUzyRe5bVslWhXa30p4gSz59zNH7MtoONDVgWJ5IKvekoCEgnhatjSM3sjmPj_l2f13RRjDP0e5Ts9Im4cVALSrU&amp;nonce=637787235006881887.MTA0MzExMmEtMjk4Yi00ODBmLThmMzItMjkyMDFjNzljYWRjMGYwYWY2ZmItMDliOC00M2E0LTk2ZjMtOWQ1NGVkOWQzMjNl&amp;x-client-SKU=ID_NET45&amp;x-client-ver=5.5.0.0,thefa.com,FA Whole Game System -  b2cthefa.onmicrosoft.com b2c 1a signup signin wgswithroles oauth2 v2.0 authorize,0,not_analysed (below threshold),,,mostly_dofollow,yes,low,https://www.footballparent.co.uk/girls-football/girls-rtcs-explained,new_article_opportunity,yes,yes,Investigate domain acquisition
15,https://bit.ly/WZ-Lancing,bit.ly, WZ Lancing,1,not_analysed (below threshold),,,mostly_dofollow,yes,low,,new_article_opportunity,yes,yes,Investigate domain acquisition
15,http://http/http://full-time.thefa.com/Index.do?divisionseason=1217879&amp;league=4508388,http,http://http:/http://full-time.thefa.com/Index.do?divisionseason=1217879&amp;league=4508388 -  http:  full time.thefa.com Index.do,0,not_analysed (below threshold),,,mostly_dofollow,yes,low,https://www.footballparent.co.uk/football-development/good-football-development-environment,new_article_opportunity,yes,manual_check,Ignore
15,https://www.englandfootball.com/explore/safeguarding,englandfootball.com,https://www.englandfootball.com/explore/safeguarding -  explore safeguarding,1,not_analysed (below threshold),,,mostly_dofollow,yes,low,https://www.footballparent.co.uk/parent-guides/how-to-become-a-football-coach,new_article_opportunity,yes,no,Ignore
15,https://www.sportenglandclubmatters.com/participant-development/reaching-different-audiences/engaging-lower-socio-economic-groups-lseg-1/,sportenglandclubmatters.com,Sport England Club Matters -  participant development reaching different audiences engaging lower socio economic groups lseg 1 ,1,not_analysed (below threshold),,,mostly_dofollow,yes,low,https://www.footballparent.co.uk/academy-pathway/can-academy-players-play-grassroots-football,new_article_opportunity,yes,yes,Investigate domain acquisition
15,https://www.sportingequals.org.uk/research-and-advice/research/research-report-into-south-asian-women-and-inactivity-october-2018.html,sportingequals.org.uk,Sporting Equals -  research and advice research research report into south asian women and inactivity october 2018.html,1,not_analysed (below threshold),,,mostly_dofollow,yes,low,https://www.footballparent.co.uk/academy-pathway/crystal-palace-development-centre-guide,new_article_opportunity,yes,no,Ignore
15,https://www.irishfa.com/irish-football-association/coach-education/coaching-resources,irishfa.com,https://www.irishfa.com/irish-football-association/coach-education/coaching-resources -  irish football association coach education coaching resources,1,not_analysed (below threshold),,,mostly_dofollow,yes,low,https://www.footballparent.co.uk/football-development/is-private-football-coaching-worth-it,new_article_opportunity,yes,no,Ignore
15,http://www.hatherleightownafc.co.uk/club/295077/Home,hatherleightownafc.co.uk,Hatherleigh Town AFC (adult team) -  club 295077 Home,1,not_analysed (below threshold),,,mostly_dofollow,yes,low,https://www.footballparent.co.uk/coaching/football-team-spreadsheet,new_article_opportunity,yes,manual_check,Ignore
15,http://www.knights1759.co.uk/,knights1759.co.uk, ,18,18,cavershamafc.co.uk,https://www.bcllegal.com/the-brief/opinion/responding-to-recent-insight-that-claims-75-per-cent-of-the-current-uks-top-200-firms-may-disappear-in-the-next-five-years-david-beech-ceo-of-knights-professionals-services-shares-his-views,mostly_dofollow,yes,low,,not_relevant,no,yes,Investigate both acquisition and broken-link outreach
15,https://www.stratatiles.co.uk/,stratatiles.co.uk, ,21,21,cavershamafc.co.uk,https://www.southwark.co.uk/listing/1448651-Strata-Tiles/,mostly_dofollow,yes,low,,not_relevant,no,no,Ignore
15,https://support.scottishfa.co.uk/portal/kb?btn=61&amp;id=300&amp;text=add+players%2C+officials+and+kits+to+a+teamline+on+desktop&amp;entity=articles&amp;fbclid=IwY2xjawMJcylleHRuA2FlbQIxMQABHop4YlAJ-YSpoweGlWzNEIEIQnfOBk5PSB1BXM3Bz9yU_2HQW-j_npGoCOz-_aem_NFlKwhs8g-GKB2Fl,scottishfa.co.uk,Comet Teamlines -  portal kb,0,not_analysed (below threshold),,,mostly_dofollow,yes,low,,new_article_opportunity,yes,no,Ignore
15,http://www.teachingenglish.org.uk/try/britlit/mystery-stolen-fa-cup-medal,teachingenglish.org.uk,here. -  try britlit mystery stolen fa cup medal,1,not_analysed (below threshold),,,mostly_dofollow,yes,low,https://www.footballparent.co.uk/football-development/why-isnt-my-child-improving-at-football,new_article_opportunity,yes,no,Ignore
15,http://issuu.com/barringtonstoke/docs/call_of_duty/1?e=2213880/7442461,issuu.com,here. -  barringtonstoke docs call of duty 1,1,not_analysed (below threshold),,,mostly_dofollow,yes,low,https://www.footballparent.co.uk/football-development/why-isnt-my-child-improving-at-football,new_article_opportunity,yes,no,Ignore
15,https://www.thethoughtfulspotbooks.com/tom-palmer-books,thethoughtfulspotbooks.com,here. -  tom palmer books,1,not_analysed (below threshold),,,mostly_dofollow,yes,low,https://www.footballparent.co.uk/football-development/why-isnt-my-child-improving-at-football,new_article_opportunity,yes,yes,Investigate domain acquisition
15,https://www.wheelers.co.nz/books/9781781129487-after-the-war-from-auschwitz-to-ambleside/?publisher=Barrington+Stoke+Ltd&amp;sort=alpha&amp;page=2,co.nz,Wheelers -  books 9781781129487 after the war from auschwitz to ambleside ,0,not_analysed (below threshold),,,mostly_dofollow,yes,low,https://www.footballparent.co.uk/parent-guides/what-to-say-after-football-matches,new_article_opportunity,yes,manual_check,Ignore
15,https://www.chapters.indigo.ca/en-ca/books/after-the-war/9781781129487-item.html?ikwid=After+the+War+by+Tom+Palmer&amp;ikwsec=Home&amp;ikwidx=0#algoliaQueryId=26ceaf613cc68035925cbe9dfb1b3c16,indigo.ca,Indigo books -  en ca books after the war 9781781129487 item.html,0,not_analysed (below threshold),,,mostly_dofollow,yes,low,https://www.footballparent.co.uk/parent-guides/what-to-say-after-football-matches,new_article_opportunity,yes,no,Ignore
15,http://www.sefton.lscb.co.uk/,lscb.co.uk,Child protection and safeguarding -  ,1,not_analysed (below threshold),,,mostly_dofollow,yes,low,https://www.footballparent.co.uk/football-gear/best-shin-pads-for-kids-football,new_article_opportunity,yes,manual_check,Ignore
15,https://swimclinic.school/,swimclinic.school, ,22,22,didcottownyouthfc.co.uk,https://bestonlinecasinomexico.online/serp-growth-network/reliable-contextual-link-placements-to-improve-citation-flow-improve-google-rankings-for-competitive-serp-results-30e2bb.html,mostly_dofollow,yes,low,,not_relevant,no,yes,Investigate both acquisition and broken-link outreach
14,https://www.akehurstgroup.com/,akehurstgroup.com, ,22,22,suttonunited.net,https://www.suttonunited.net/,mostly_dofollow,yes,low,,not_relevant,no,no,Ignore
14,https://www.baronscambridgebmw.co.uk/,baronscambridgebmw.co.uk, ,9,9,cambournetownfc.org.uk,https://www.simplygreatcoffee.co.uk/barons-bmw/,mostly_dofollow,yes,low,,not_relevant,no,yes,Investigate both acquisition and broken-link outreach
14,https://allphase-ec.co.uk/,allphase-ec.co.uk, ,66,66,lancingfcyouth.co.uk,https://www.acompio.co.uk/All-Phase-Electrical-Contractors-Ltd-36761332.html,mostly_dofollow,yes,low,,not_relevant,no,no,Ignore
14,https://myclubpro.co.uk/,myclubpro.co.uk, ,121,121,rainfordladiesathletic.co.uk,https://bluehousedesign.co.uk/,mostly_dofollow,yes,low,,not_relevant,no,no,Ignore
14,http://thetalentcode.com/book/,thetalentcode.com,The Talent Code -  book ,89,89,backwest.com,https://strongworks.fi/kirja-arvostelu-daniel-coyle-%E2%80%93-the-little-book-of-talent/,mostly_dofollow,no,low,https://www.footballparent.co.uk/girls-football/emerging-talent-centres-explained,new_article_opportunity,yes,yes,Investigate both acquisition and broken-link outreach
14,https://www.thefa.com/get-involved/respect/play-your-part,thefa.com,Match Officials -  get involved respect play your part,39,39,hawksyouth.co.uk,https://www.treetonterriersjfc.co.uk/respect.html,mostly_dofollow,no,low,https://www.footballparent.co.uk/academy-pathway/how-to-join-a-football-academy,new_article_opportunity,yes,yes,Investigate both acquisition and broken-link outreach
14,https://falearning.thefa.com/course/view.php?id=1774,thefa.com,Link -  course view.php,21,21,lancashirefa.com,https://help.lancashirefa.com/support/solutions/articles/76000058071-referee-safeguarding-qualification,mostly_dofollow,no,low,,new_article_opportunity,yes,yes,Investigate both acquisition and broken-link outreach
14,https://falearning.thefa.com/course/view.php?id=1720,thefa.com,Link -  course view.php,11,11,hiltonharriers.co.uk,https://www.hiltonharriers.co.uk/copy-of-club-documents,mostly_dofollow,no,low,,new_article_opportunity,yes,yes,Investigate both acquisition and broken-link outreach
14,https://falearning.thefa.com/course/view.php?id=77,thefa.com,Link -  course view.php,16,16,freshdesk.com,https://manchesterfasupport.freshdesk.com/support/discussions/topics/7000040676,mostly_dofollow,no,low,,new_article_opportunity,yes,yes,Investigate both acquisition and broken-link outreach
14,https://didcotboxingacademy.co.uk/,didcotboxingacademy.co.uk, ,9,9,didcottownyouthfc.co.uk,https://anchorurl.cloud/share/116681,mostly_dofollow,yes,low,,not_relevant,no,manual_check,Ignore
13,https://wholegame.thefa.com/,thefa.com,Whole Game -  ,249,249,suffolkfa.com,https://www.suffolkfa.com/,mostly_dofollow,no,low,https://www.footballparent.co.uk/girls-football/girls-rtcs-explained,new_article_opportunity,yes,yes,Investigate both acquisition and broken-link outreach
13,https://www.cbf.com.br/futebol-brasileiro,com.br,Brazilian Football MethodologyBrazilian football development -  futebol brasileiro,130,130,colunadofla.com,https://redenoticiaz.com.br/blog/2022/03/04/copa-do-brasil-chega-a-segunda-fase-com-zebras-na-competicao,mostly_dofollow,no,low,https://www.footballparent.co.uk/girls-football/girls-academy-vs-grassroots-football,new_article_opportunity,yes,yes,Investigate both acquisition and broken-link outreach
13,https://www.zoom995.co.uk/,zoom995.co.uk, ,8,8,copthorneyouthfc.co.uk,https://copthorneyouthfc.co.uk/,mostly_dofollow,yes,low,,not_relevant,no,no,Ignore
13,https://www.baronscambridgemini.co.uk/,baronscambridgemini.co.uk, ,5,5,cambournetownfc.org.uk,https://www.cambournetownfc.org.uk/,mostly_dofollow,yes,low,,not_relevant,no,yes,Investigate both acquisition and broken-link outreach
13,https://www.mccarthyproperties.co.uk/,mccarthyproperties.co.uk, ,5,5,cavershamafc.co.uk,https://www.reading.org.uk/listing/764942-McCarthy-Properties/,mostly_dofollow,yes,low,,not_relevant,no,yes,Investigate both acquisition and broken-link outreach
13,http://www.ictgames.com/resources.html,ictgames.com,http://www.ictgames.com/resources.html -  resources.html,685,685,sch.gr,https://blogs.sch.gr/1dikas/2025/09/18/12i-panellinia-imera-scholikoy-athlitismoy/,mostly_dofollow,no,low,,new_article_opportunity,yes,no,Create replacement article then outreach
12,https://georges-hairdressers.business.site/,business.site, ,3,3,hoddesdontownfc.co.uk,https://www.hoddesdontownfc.co.uk/,mostly_dofollow,yes,low,,not_relevant,no,no,Ignore
12,https://bsky.app/profile/sportsmedialgbt.com,bsky.app,By Sports Media LGBT+ -  profile sportsmedialgbt.com,5,5,sportsmedialgbt.com,https://sportsmedialgbt.com/,mostly_dofollow,no,low,,new_article_opportunity,yes,no,Create replacement article then outreach
11,http://www.cissburyassociates.co.uk/,cissburyassociates.co.uk, ,2,not_analysed (below threshold),,,mostly_dofollow,yes,low,,not_relevant,no,no,Ignore
11,http://www.recensoservices.com/,recensoservices.com, ,2,not_analysed (below threshold),,,mostly_dofollow,yes,low,,not_relevant,no,no,Ignore
11,https://falearning.thefa.com/enrol/index.php?id=42,thefa.com,Link -  enrol index.php,4,4,englandfootball.com,https://www.tockwithjuniors.com/coaches-page-1,mostly_dofollow,no,low,,new_article_opportunity,yes,yes,Investigate both acquisition and broken-link outreach
11,https://www.nhtc.uk/,nhtc.uk, ,2,not_analysed (below threshold),,,mostly_dofollow,yes,low,,not_relevant,no,manual_check,Ignore
11,https://www.aspect-home-improvements.co.uk/,aspect-home-improvements.co.uk, ,2,not_analysed (below threshold),,,mostly_dofollow,yes,low,,not_relevant,no,manual_check,Ignore
11,http://www.jollyelectrical.co.uk/,jollyelectrical.co.uk, ,2,not_analysed (below threshold),,,mostly_dofollow,yes,low,,not_relevant,no,manual_check,Ignore
10,https://scwgfl.pitchero.com/,pitchero.com, ,1,not_analysed (below threshold),,,mostly_dofollow,yes,low,,not_relevant,no,no,Ignore
10,https://login.thefa.com/b2cthefa.onmicrosoft.com/b2c_1a_signup_signin_plyreg/oauth2/v2.0/authorize?client_id=94ec12b8-9670-487d-919b-da5e00512d5c&amp;scope=94ec12b8-9670-487d-919b-da5e00512d5c%20openid%20profile%20offline_access&amp;redirect_uri=https%3A%2F%2Fclubs.thefa.com%2F&amp;client-request-id=a400d846-d07c-40ae-9648-42073037b2f1&amp;response_mode=fragment&amp;response_type=code&amp;x-client-SKU=msal.js.browser&amp;x-client-VER=2.22.0&amp;client_info=1&amp;code_challenge=9E84_jo-TOtE7HOloNJX9UK8M-WfxDaxTYw4Kt8IOH8&amp;code_challenge_method=S256&amp;nonce=97d6779c-9302-46a9-b86f-aa438718179d&amp;state=eyJpZCI6IjRjMTBiM2UwLTRiZDMtNDhiMy05YzI5LTFkNjYwZWEyODZlMiIsIm1ldGEiOnsiaW50ZXJhY3Rpb25UeXBlIjoicmVkaXJlY3QifX0%3D&amp;FAAppToken=CP,thefa.com,Club Portal -  b2cthefa.onmicrosoft.com b2c 1a signup signin plyreg oauth2 v2.0 authorize,0,not_analysed (below threshold),,,mostly_dofollow,no,low,https://www.footballparent.co.uk/academy-pathway/can-academy-players-play-grassroots-football,new_article_opportunity,yes,yes,Investigate domain acquisition
10,http://www.strattonmarch.com/,strattonmarch.com, ,3,3,cambournetownfc.org.uk,https://www.cambournetownfc.org.uk/,mostly_nofollow,yes,low,,not_relevant,no,manual_check,Ignore
10,http://m.thepostgame.com/blog/throwback/201404/ken-dryden-game-book-hockey-nhl-canada-montreal-canadiens,thepostgame.com,here -  blog throwback 201404 ken dryden game book hockey nhl canada montreal canadiens,0,not_analysed (below threshold),,,mostly_dofollow,no,low,https://www.footballparent.co.uk/football-development/why-isnt-my-child-improving-at-football,new_article_opportunity,yes,no,Ignore
10,https://insight-threerivers.thpt.org.uk/secure.aspx,thpt.org.uk, secure.aspx,1,not_analysed (below threshold),,,mostly_dofollow,no,low,,new_article_opportunity,yes,no,Ignore
9,https://www.footballaustralia.com.au/national-curriculum,com.au,Football Australia CurriculumAustralia&#x27;s national coaching curriculum -  national curriculum,1,not_analysed (below threshold),,,mostly_dofollow,no,low,https://www.footballparent.co.uk/football-development/is-private-football-coaching-worth-it,new_article_opportunity,yes,manual_check,Ignore
9,https://www.fai.ie/domestic/coaching,fai.ie,FAI Coaching (Ireland)Republic of Ireland coaching education -  domestic coaching,1,not_analysed (below threshold),,,mostly_dofollow,no,low,https://www.footballparent.co.uk/football-development/is-private-football-coaching-worth-it,new_article_opportunity,yes,no,Ignore
9,http://www.globeholidays.co.uk/,globeholidays.co.uk, ,23,23,dayoutbycoach.co.uk,https://tourism.businessmap.uk/globe-holidays/,mostly_dofollow,no,low,,not_relevant,no,no,Ignore
9,https://www.blueapplecatering.co.uk/,blueapplecatering.co.uk, ,20,20,compass-group.co.uk,https://jobs.compass-group.co.uk/blue-apple,mostly_dofollow,no,low,,not_relevant,no,no,Ignore
9,https://calmchaos.uk/,calmchaos.uk, ,45,45,finchampsteadfc.com,https://urls-shortener.eu/share/98335,mostly_dofollow,no,low,,not_relevant,no,no,Ignore
9,http://www.clubmark.org.uk/,clubmark.org.uk, ,257,257,teamkennet.com,https://www.canterburypilgrimsnetballclub.co.uk/,mostly_dofollow,no,low,,not_relevant,no,yes,Investigate both acquisition and broken-link outreach
9,https://disney.co.uk/,disney.co.uk, ,673,673,disneystore.co.uk,https://www.englandfootball.com/participate/leagues-and-clubs/helpful-apps-and-websites,mostly_dofollow,no,low,,not_relevant,no,no,Ignore
9,https://southeastregionyfa.teamapp.com/,teamapp.com,TeamApp -  ,0,not_analysed (below threshold),,,mostly_dofollow,no,low,,new_article_opportunity,yes,no,Ignore
9,https://harriers.academies.aspirationsacademies.org/cookie-usage-2/,aspirationsacademies.org,Find out more -  cookie usage 2 ,1,not_analysed (below threshold),,,mostly_dofollow,no,low,https://www.footballparent.co.uk/football-gear/best-footballs-by-age,new_article_opportunity,yes,yes,Investigate domain acquisition
9,https://harriers.academies.aspirationsacademies.org/cookie-settings/,aspirationsacademies.org,Cookie Usage -  cookie settings ,1,not_analysed (below threshold),,,mostly_dofollow,no,low,,new_article_opportunity,yes,yes,Investigate domain acquisition
9,http://harriers.academies.aspirationsacademies.org/about-us/admissions/,aspirationsacademies.org,Admissions -  about us admissions ,1,not_analysed (below threshold),,,mostly_dofollow,no,low,,new_article_opportunity,yes,yes,Investigate domain acquisition
9,http://harriers.academies.aspirationsacademies.org/contact-us/,aspirationsacademies.org,Contact Us -  contact us ,1,not_analysed (below threshold),,,mostly_dofollow,no,low,,new_article_opportunity,yes,yes,Investigate domain acquisition
9,https://harriers.academies.aspirationsacademies.org/terms-of-use-2/,aspirationsacademies.org,Terms of Use -  terms of use 2 ,1,not_analysed (below threshold),,,mostly_dofollow,no,low,https://www.footballparent.co.uk/academy-pathway/pdc-vs-ptc-vs-rtc-explained,new_article_opportunity,yes,yes,Investigate domain acquisition
8,https://www.phosters.co.uk/,phosters.co.uk, ,17,17,kidderminster.org.uk,https://www.kidderminster.org.uk/listing/1283486-Phosters-F-M/,mostly_nofollow,no,low,,not_relevant,no,yes,Investigate both acquisition and broken-link outreach
8,https://pitchero.onelink.me/3472025876?pid=Text%20Link&amp;c=Homepage-Nov19&amp;af_web_dp=https%3A%2F%2Fwww.pitchero.com%2Fclub-app,onelink.me,Club App -  3472025876,0,not_analysed (below threshold),,,mostly_nofollow,no,low,https://www.footballparent.co.uk/coaching/football-team-spreadsheet,new_article_opportunity,yes,no,Ignore
5,https://threeriversacademy-surrey.frogos.net/,frogos.net, ,0,not_analysed (below threshold),,,mostly_dofollow,no,low,,not_relevant,no,no,Ignore
