keyword,search_volume,position,etv,cpc,competition,intent,url,serp_features
welwyn pegasus football club,320,7,10.82,,0.009999999776482582,navigational,https://www.juniorgrassrootshub.com/clubs/welwyn-pegasus-fc,organic people_also_ask related_searches knowledge_graph google_reviews
hull youth football,320,9,8.19,,0,informational,https://www.juniorgrassrootshub.com/leagues/hull-and-district-youth-football-league,organic ai_overview people_also_ask related_searches images
leicestershire foxes league,320,7,8.19,,0,informational,https://www.juniorgrassrootshub.com/leagues/leicestershire-foxes-sunday-league,organic related_searches google_reviews knowledge_graph
qpr soccer schools,320,8,8.19,,0.019999999552965164,commercial,https://www.juniorgrassrootshub.com/coaches/qpr-soccer-schools,organic people_also_ask related_searches knowledge_graph google_reviews images
salford storm football club,320,10,8.19,,0.05000000074505806,informational,https://www.juniorgrassrootshub.com/clubs/salford-storm-fc,organic local_pack people_also_ask related_searches images
sarisbury sparks,320,7,8.19,,0,informational,https://www.juniorgrassrootshub.com/clubs/sarisbury-sparks,organic people_also_ask related_searches knowledge_graph google_reviews images
sarisbury sparks fc,320,7,8.19,,0,informational,https://www.juniorgrassrootshub.com/clubs/sarisbury-sparks,organic related_searches knowledge_graph google_reviews images
terrington tigers,320,9,8.19,,0.009999999776482582,informational,https://www.juniorgrassrootshub.com/tournaments/terrington-tigers-tournament-june-14-2026,knowledge_graph google_reviews organic people_also_ask related_searches images
west denton football club,320,7,8.19,,0.009999999776482582,navigational,https://www.juniorgrassrootshub.com/clubs/west-denton-fc,organic related_searches knowledge_graph google_reviews images
bridge jfc,320,9,6.30,0.10000000149011612,0.03999999910593033,informational,https://www.juniorgrassrootshub.com/clubs/bridge-jfc,organic related_searches knowledge_graph google_reviews third_party_reviews images
bushey rangers youth & football club,320,10,6.30,,0.03999999910593033,informational,https://www.juniorgrassrootshub.com/tournaments/bushey-rangers-fc-2026-07-12,organic people_also_ask related_searches knowledge_graph google_reviews
castle combe colts fc,320,9,6.30,,0.019999999552965164,navigational,https://www.juniorgrassrootshub.com/clubs/castle-combe-colts,organic related_searches knowledge_graph google_reviews third_party_reviews images
chester and district junior football league,320,8,6.30,,0,informational,https://www.juniorgrassrootshub.com/cheshire-football,organic related_searches
curley park rangers,320,10,6.30,,0,informational,https://www.juniorgrassrootshub.com/clubs/curley-park-rangers-fc,organic people_also_ask related_searches knowledge_graph google_reviews images
garforth football league,320,8,6.30,,0,informational,https://www.juniorgrassrootshub.com/leagues/garforth-junior-football-league,organic related_searches
leicestershire ladies football league,320,8,6.30,,0,informational,https://www.juniorgrassrootshub.com/leagues/leicestershire-womens-and-girls-football-league,organic related_searches
liphook united football club,320,10,6.30,0.10999999940395355,0.019999999552965164,navigational,https://www.juniorgrassrootshub.com/tournaments/liphook-united-fc-tournament-august-30-2026,organic twitter related_searches knowledge_graph google_reviews images
cat 1 academy,260,2,79.04,,0.009999999776482582,informational,https://www.juniorgrassrootshub.com/academies/category-1,ai_overview organic people_also_ask images video related_searches
cat 3 academies list,260,2,79.04,,0,informational,https://www.juniorgrassrootshub.com/academies/category-3,ai_overview organic people_also_ask images related_searches
category 3 academies list,260,2,79.04,,0,navigational,https://www.juniorgrassrootshub.com/academies/category-3,ai_overview organic people_also_ask images related_searches
glasgow and district youth football league,260,3,25.30,,0,informational,https://www.juniorgrassrootshub.com/leagues/glasgow-and-district-youth-football-league,organic related_searches images
glasgow district youth football league,260,3,25.30,,0,informational,https://www.juniorgrassrootshub.com/leagues/glasgow-and-district-youth-football-league,organic related_searches
paisley district league,260,3,25.30,,0,informational,https://www.juniorgrassrootshub.com/leagues/paisley-johnstone-and-district-youth-football-league,organic related_searches
barrow and district junior football league,260,5,17.13,,0,informational,https://www.juniorgrassrootshub.com/leagues/barrow-and-district-junior-league,organic ai_overview related_searches
carryduff colts,260,6,17.13,,0,informational,https://www.juniorgrassrootshub.com/clubs/carryduff-colts-2017-b-l-5,organic people_also_ask video related_searches images
dunfermline academy,260,5,17.13,,0,navigational,https://www.juniorgrassrootshub.com/academies/dunfermline-athletic-youth-academy,organic people_also_ask twitter related_searches knowledge_graph google_reviews images
meden vale colts,260,4,17.13,,0,informational,https://www.juniorgrassrootshub.com/clubs/meden-vale-colts,organic people_also_ask related_searches knowledge_graph google_reviews third_party_reviews images
sovereign saints fc,260,4,17.13,,0.019999999552965164,informational,https://www.juniorgrassrootshub.com/tournaments/sovereign-saints-summer-football-tournament-2026,organic related_searches knowledge_graph google_reviews images
category 3 academy list,260,8,12.19,,0,informational,https://www.juniorgrassrootshub.com/academies/category-3,ai_overview organic people_also_ask images related_searches
combe martin fc,260,5,12.19,,0,informational,https://www.juniorgrassrootshub.com/clubs/combe-martin,organic related_searches knowledge_graph google_reviews images
combe martin football club,260,5,12.19,,0,informational,https://www.juniorgrassrootshub.com/clubs/combe-martin,organic related_searches knowledge_graph google_reviews images
crowborough and district league,260,6,12.19,,0,informational,https://www.juniorgrassrootshub.com/leagues/crowborough-and-district-junior-football-league,organic ai_overview related_searches
paisley youth football league,260,5,12.19,,0,informational,https://www.juniorgrassrootshub.com/leagues/paisley-johnstone-and-district-youth-football-league,organic related_searches
panthera football club,260,5,12.19,0.6200000047683716,0.009999999776482582,navigational,https://www.juniorgrassrootshub.com/clubs/panthera-fc,organic people_also_ask related_searches knowledge_graph google_reviews images
peterborough junior alliance league,260,5,12.19,,0,informational,https://www.juniorgrassrootshub.com/leagues/peterborough-and-district-junior-alliance-league,organic people_also_ask related_searches
precision pass,260,7,12.19,,0.009999999776482582,informational,https://www.juniorgrassrootshub.com/partners/precision-pass,knowledge_graph google_reviews organic people_also_ask short_videos related_searches third_party_reviews
salford and district football league,260,5,12.19,,0,informational,https://www.juniorgrassrootshub.com/leagues/salford-and-districts-football-league,organic related_searches google_reviews knowledge_graph images
salford and districts football league,260,5,12.19,,0,informational,https://www.juniorgrassrootshub.com/leagues/salford-and-districts-football-league,organic people_also_ask related_searches google_reviews knowledge_graph
south london kings academy & football club,260,6,12.19,,0.05000000074505806,navigational,https://www.juniorgrassrootshub.com/clubs/south-london-kings,organic people_also_ask related_searches knowledge_graph google_reviews
sovereign saints,260,6,12.19,,0.019999999552965164,informational,https://www.juniorgrassrootshub.com/tournaments/sovereign-saints-summer-football-tournament-2026,organic people_also_ask related_searches knowledge_graph google_reviews images
arun and chichester,260,6,8.79,,0,informational,https://www.juniorgrassrootshub.com/leagues/arun-and-chichester-youth-football-league,organic related_searches knowledge_graph google_reviews
cat 1 academies,260,9,8.79,,0.009999999776482582,navigational,https://www.juniorgrassrootshub.com/academies/category-1,organic ai_overview people_also_ask images related_searches
chiltern junior sevens,260,7,8.79,,0,informational,https://www.juniorgrassrootshub.com/leagues/chiltern-junior-sevens,organic ai_overview related_searches
hanham abbotonians,260,6,8.79,,0.029999999329447746,navigational,https://www.juniorgrassrootshub.com/clubs/hanham-abbotonians,organic people_also_ask related_searches knowledge_graph google_reviews images
kinja fc,260,6,8.79,0.07999999821186066,0.029999999329447746,navigational,https://www.juniorgrassrootshub.com/clubs/kinja-football-club,organic people_also_ask related_searches knowledge_graph google_reviews images
mid lancs colts,260,6,8.79,,0,informational,https://www.juniorgrassrootshub.com/leagues/mid-lancashire-colts-junior-football-league,organic related_searches google_reviews knowledge_graph
north lindum hawks,260,6,8.79,,0.009999999776482582,informational,https://www.juniorgrassrootshub.com/tournaments/north-lindum-hawks-jfc-6-a-side-2026-2026-06-06,organic people_also_ask related_searches knowledge_graph google_reviews third_party_reviews images
paisley and district youth football,260,6,8.79,,0,informational,https://www.juniorgrassrootshub.com/leagues/paisley-johnstone-and-district-youth-football-league,organic related_searches images
panthera fc,260,6,8.79,0.6200000047683716,0.009999999776482582,informational,https://www.juniorgrassrootshub.com/clubs/panthera-fc,organic people_also_ask related_searches knowledge_graph google_reviews images
rainhill rockets fc,260,6,8.79,0.05000000074505806,0.029999999329447746,navigational,https://www.juniorgrassrootshub.com/clubs/rainhill-rockets,organic people_also_ask related_searches knowledge_graph google_reviews images
thorncliffe football club,260,6,8.79,,0.019999999552965164,informational,https://www.juniorgrassrootshub.com/clubs/thorncliffe-villa-yellow,organic people_also_ask related_searches knowledge_graph google_reviews images
blackpool district league,260,7,6.66,,0,informational,https://www.juniorgrassrootshub.com/leagues/blackpool-and-district-youth-league,organic related_searches
brentwood junior league,260,7,6.66,,0,informational,https://www.juniorgrassrootshub.com/leagues/brentwood-community-football-alliance-youth-league,organic related_searches
city of southampton youth football league,260,7,6.66,,0,informational,https://www.juniorgrassrootshub.com/leagues/city-of-southampton-youth-football-league,organic related_searches images
craven minor,260,7,6.66,,0,informational,https://www.juniorgrassrootshub.com/leagues/craven-minor-junior-football-league,organic related_searches images
edmonton rangers football club,260,8,6.66,,0.029999999329447746,informational,https://www.juniorgrassrootshub.com/tournaments/edmonton-rangers-fc-summer-tournament-2026-2026-06-20,organic people_also_ask related_searches knowledge_graph google_reviews third_party_reviews images
fa echo league,260,8,6.66,,0,informational,https://www.juniorgrassrootshub.com/leagues/echo-junior-football-league,organic ai_overview related_searches images
hall green junior football club,260,7,6.66,,0.019999999552965164,informational,https://www.juniorgrassrootshub.com/clubs/hall-green-sports-club,organic related_searches knowledge_graph google_reviews images
highnam fc,260,9,6.66,,0.009999999776482582,navigational,https://www.juniorgrassrootshub.com/clubs/fc-highnam,organic video related_searches knowledge_graph google_reviews images
jack plummer coaching,260,10,6.66,,0,informational,https://www.juniorgrassrootshub.com/tournaments/jack-plummer-football-tournament-2026,organic ai_overview people_also_ask video related_searches images
kennington juniors fc,260,7,6.66,,0.019999999552965164,informational,https://www.juniorgrassrootshub.com/tournaments/kennington-juniors-fc-football-tournament-2026,organic related_searches knowledge_graph google_reviews images
kingsthorpe jets youth football club,260,7,6.66,0.07999999821186066,0.03999999910593033,navigational,https://www.juniorgrassrootshub.com/tournaments/kingsthorpe-jets-summer-tournament-june-6-2026,organic people_also_ask related_searches knowledge_graph google_reviews third_party_reviews
kinja football club,260,7,6.66,0.07999999821186066,0.029999999329447746,navigational,https://www.juniorgrassrootshub.com/clubs/kinja-football-club,organic people_also_ask related_searches knowledge_graph google_reviews
newton le-willows fc,260,9,6.66,0.1599999964237213,0,informational,https://www.juniorgrassrootshub.com/clubs/newton-le-willows-fc,organic twitter related_searches
paisley and district youth football league,260,7,6.66,,0,informational,https://www.juniorgrassrootshub.com/leagues/paisley-johnstone-and-district-youth-football-league,organic related_searches
peterborough and district junior alliance,260,7,6.66,,0,navigational,https://www.juniorgrassrootshub.com/leagues/peterborough-and-district-junior-alliance-league,organic related_searches
alresford colne rangers,260,10,5.12,,0.009999999776482582,informational,https://www.juniorgrassrootshub.com/clubs/alresford-colne-rangers-youth,organic people_also_ask related_searches knowledge_graph google_reviews third_party_reviews
crowborough district league,260,9,5.12,,0,informational,https://www.juniorgrassrootshub.com/leagues/crowborough-and-district-junior-football-league,organic ai_overview related_searches
ellon meadows fc,260,8,5.12,1.6100000143051147,0,navigational,https://www.juniorgrassrootshub.com/clubs/ellon-meadows-f-c,organic related_searches knowledge_graph google_reviews images
gala wilton fc,260,8,5.12,,0.009999999776482582,informational,https://www.juniorgrassrootshub.com/clubs/gala-wilton,organic people_also_ask related_searches knowledge_graph google_reviews images
gedling southbank fc,260,9,5.12,,0.019999999552965164,navigational,https://www.juniorgrassrootshub.com/clubs/gedling-southbank-fc,organic related_searches knowledge_graph google_reviews images
cat 2 academies,210,3,63.84,,0.009999999776482582,informational,https://www.juniorgrassrootshub.com/academies/category-2,ai_overview people_also_ask organic images related_searches
cat 3 academies,210,1,63.84,,0,informational,https://www.juniorgrassrootshub.com/academies/category-3,organic people_also_ask ai_overview images related_searches
cat 3 academy,210,2,63.84,,0,informational,https://www.juniorgrassrootshub.com/academies/category-3,ai_overview organic people_also_ask images related_searches
category 3 academies,210,2,63.84,,0,informational,https://www.juniorgrassrootshub.com/academies/category-3,ai_overview organic people_also_ask images related_searches
north london youth football league,210,2,34.02,,0.009999999776482582,informational,https://www.juniorgrassrootshub.com/leagues/north-london-youth-football-league,organic ai_overview related_searches images
wallasey junior league,210,2,34.02,,0,informational,https://www.juniorgrassrootshub.com/leagues/wallasey-junior-league,organic ai_overview people_also_ask related_searches
echo football league,210,5,20.43,,0,informational,https://www.juniorgrassrootshub.com/leagues/echo-junior-league,organic people_also_ask ai_overview related_searches images
kent valley junior football league,210,4,20.43,,0,informational,https://www.juniorgrassrootshub.com/leagues/kent-valley-junior-football-league,organic images related_searches
spotlight fc,210,3,20.43,,0.009999999776482582,informational,https://www.juniorgrassrootshub.com/clubs/spotlight-fc,organic ai_overview images related_searches
dallas burston football club,210,4,13.84,,0.019999999552965164,navigational,https://www.juniorgrassrootshub.com/tournaments/dallas-burston-2026-07-04,organic people_also_ask related_searches knowledge_graph google_reviews images
pd coaching,210,6,13.84,1.4900000095367432,0.03999999910593033,informational,https://www.juniorgrassrootshub.com/coaches/pd-coaching-manchester,organic ai_overview people_also_ask related_searches knowledge_graph images
poulton and district league,210,4,13.84,,0,informational,https://www.juniorgrassrootshub.com/leagues/poulton-and-district-primary-league,organic related_searches
surrey nomads,210,6,13.84,,0,informational,https://www.juniorgrassrootshub.com/clubs/surrey-nomads,organic people_also_ask video related_searches images
yeovil and district youth league,210,4,13.84,,0,informational,https://www.juniorgrassrootshub.com/leagues/yeovil-and-district-youth-league,organic related_searches
cambuslang colts,210,6,9.85,,0,informational,https://www.juniorgrassrootshub.com/clubs/cambuslang-fc,organic ai_overview related_searches images
chiltern church league,210,6,9.85,,0,informational,https://www.juniorgrassrootshub.com/leagues/chiltern-church-junior-league,organic ai_overview related_searches
cholsey bluebirds,210,5,9.85,,0.019999999552965164,informational,https://www.juniorgrassrootshub.com/clubs/cholsey-bluebirds,organic related_searches knowledge_graph google_reviews images
glasgow youth football league,210,5,9.85,,0,informational,https://www.juniorgrassrootshub.com/leagues/glasgow-and-district-youth-football-league,organic people_also_ask related_searches
mablethorpe football club,210,6,9.85,,0,navigational,https://www.juniorgrassrootshub.com/clubs/mablethorpe-juniors-fc,organic people_also_ask related_searches knowledge_graph google_reviews third_party_reviews images
puckering sports inflatables,210,7,9.85,,0.07000000029802322,commercial,https://www.juniorgrassrootshub.com/partners/puckering-sports-inflatables,organic video images related_searches
royal falcons football club,210,5,9.85,,0.019999999552965164,informational,https://www.juniorgrassrootshub.com/clubs/royal-falcons,organic people_also_ask related_searches knowledge_graph google_reviews images
spurley hey fc,210,5,9.85,,0.029999999329447746,informational,https://www.juniorgrassrootshub.com/tournaments/spurley-hey-fc-summer-tournament-june-21-2026,organic images people_also_ask related_searches knowledge_graph google_reviews
thatcham tornadoes,210,5,9.85,,0,informational,https://www.juniorgrassrootshub.com/clubs/thatcham-tornadoes,organic people_also_ask related_searches knowledge_graph google_reviews images
wigginton grasshoppers,210,5,9.85,,0,informational,https://www.juniorgrassrootshub.com/tournaments/wigginton-grasshoppers-gala-july-12-2026,organic related_searches google_reviews knowledge_graph images
willaston fc,210,5,9.85,,0.009999999776482582,informational,https://www.juniorgrassrootshub.com/clubs/willaston-fc,organic related_searches knowledge_graph google_reviews images
youngers football club,210,5,9.85,0.1599999964237213,0.019999999552965164,informational,https://www.juniorgrassrootshub.com/clubs/youngers-football-club,organic people_also_ask related_searches knowledge_graph google_reviews images
barr hill jfc,210,7,7.10,,0.019999999552965164,informational,https://www.juniorgrassrootshub.com/tournaments/barr-hill-united-football-tournament-2026,ai_overview organic related_searches knowledge_graph google_reviews
bushey rangers fc,210,6,7.10,,0,informational,https://www.juniorgrassrootshub.com/tournaments/bushey-rangers-fc-2026-07-12,organic related_searches knowledge_graph google_reviews images
clegwell fc,210,8,7.10,,0.03999999910593033,navigational,https://www.juniorgrassrootshub.com/clubs/hebburn-clegwell-fc,knowledge_graph google_reviews organic people_also_ask related_searches images
clenchwarton fc,210,6,7.10,,0,navigational,https://www.juniorgrassrootshub.com/tournaments/clenchwarton-youth-fc-summer-tournament-2026,organic people_also_ask related_searches knowledge_graph google_reviews images
crowborough & district junior football league,210,6,7.10,,0,informational,https://www.juniorgrassrootshub.com/leagues/crowborough-and-district-junior-football-league,organic related_searches
crowborough and district junior football league,210,6,7.10,,0,informational,https://www.juniorgrassrootshub.com/leagues/crowborough-and-district-junior-football-league,organic related_searches
crowborough district junior football league,210,6,7.10,,0,informational,https://www.juniorgrassrootshub.com/leagues/crowborough-and-district-junior-football-league,organic related_searches
norwich youth league,210,6,7.10,,0,informational,https://www.juniorgrassrootshub.com/leagues/norfolk-combined-youth-football-league,organic people_also_ask related_searches
paulsgrove football club,210,7,7.10,0.10000000149011612,0.009999999776482582,navigational,https://www.juniorgrassrootshub.com/clubs/paulsgrove-athletic-youth,organic twitter related_searches knowledge_graph google_reviews images
riverdale fc,210,6,7.10,,0,informational,https://www.juniorgrassrootshub.com/clubs/riverdale-fc,organic people_also_ask related_searches knowledge_graph google_reviews images
royal falcons fc,210,6,7.10,,0.019999999552965164,informational,https://www.juniorgrassrootshub.com/clubs/royal-falcons,organic people_also_ask related_searches knowledge_graph google_reviews images
waterbeach colts,210,6,7.10,,0.019999999552965164,informational,https://www.juniorgrassrootshub.com/clubs/waterbeach-colts,organic people_also_ask related_searches knowledge_graph google_reviews images
wigton moor football club,210,6,7.10,,0,informational,https://www.juniorgrassrootshub.com/clubs/wigton-moor,organic related_searches knowledge_graph google_reviews images
arun and chichester youth league,210,7,5.38,,0,informational,https://www.juniorgrassrootshub.com/leagues/arun-and-chichester-youth-football-league,organic related_searches knowledge_graph google_reviews
bradninch football club,210,7,5.38,,0.029999999329447746,navigational,https://www.juniorgrassrootshub.com/clubs/bradninch-youth,organic people_also_ask related_searches knowledge_graph google_reviews third_party_reviews images
broadway fc,210,10,5.38,2.6600000858306885,0,navigational,https://www.juniorgrassrootshub.com/tournaments/broadway-fc-summer-tournament-2026,organic ai_overview people_also_ask related_searches images
clenchwarton football club,210,7,5.38,,0,navigational,https://www.juniorgrassrootshub.com/tournaments/clenchwarton-youth-fc-summer-tournament-2026,organic people_also_ask related_searches google_reviews knowledge_graph images
euro dagenham fc,210,9,5.38,,0.009999999776482582,informational,https://www.juniorgrassrootshub.com/clubs/euro-dagenham,local_pack organic related_searches images
hearts of teddlothian football club,210,8,5.38,,0,informational,https://www.juniorgrassrootshub.com/clubs/hearts-of-teddlothian,organic people_also_ask related_searches google_reviews knowledge_graph images
leicester and district sunday junior league,210,7,5.38,,0,informational,https://www.juniorgrassrootshub.com/leagues/leicester-and-district-sunday-juniors-league,organic related_searches
leicester and district sunday juniors league,210,7,5.38,,0,informational,https://www.juniorgrassrootshub.com/leagues/leicester-and-district-sunday-juniors-league,organic related_searches
riverdale f c,210,7,5.38,,0,informational,https://www.juniorgrassrootshub.com/clubs/riverdale-fc,organic related_searches knowledge_graph google_reviews
rondos academy,210,10,5.38,2.75,0.009999999776482582,navigational,https://www.juniorgrassrootshub.com/coaches/rondos-academy,organic ai_overview people_also_ask related_searches images
stoneclough football club,210,7,5.38,,0,navigational,https://www.juniorgrassrootshub.com/clubs/stoneclough,organic related_searches knowledge_graph google_reviews images
townmead football club,210,7,5.38,,0,navigational,https://www.juniorgrassrootshub.com/clubs/townmead-youth-fc,organic knowledge_graph google_reviews images
west herts football league,210,7,5.38,,0,informational,https://www.juniorgrassrootshub.com/leagues/west-herts-youth-league,organic related_searches images
wigton moor fc,210,7,5.38,,0,informational,https://www.juniorgrassrootshub.com/clubs/wigton-moor,organic people_also_ask related_searches knowledge_graph google_reviews images
bargoed ymca,210,9,4.14,,0.029999999329447746,navigational,https://www.juniorgrassrootshub.com/clubs/bargoed-ymca-fc,organic people_also_ask related_searches knowledge_graph google_reviews images
crediton youth fc,210,9,4.14,,0.009999999776482582,navigational,https://www.juniorgrassrootshub.com/clubs/crediton-youth,organic related_searches knowledge_graph google_reviews images
earls barton football club,210,9,4.14,,0,informational,https://www.juniorgrassrootshub.com/clubs/earls-barton-united,organic video related_searches knowledge_graph google_reviews images
echo league u13,210,8,4.14,,0,informational,https://www.juniorgrassrootshub.com/leagues/echo-junior-league,organic people_also_ask related_searches
goonhavern football club,210,8,4.14,,0,navigational,https://www.juniorgrassrootshub.com/clubs/goonhavern-youth,organic related_searches knowledge_graph google_reviews images
hucknall sports fc,210,10,4.14,,0.029999999329447746,navigational,https://www.juniorgrassrootshub.com/clubs/hucknall-sports,organic people_also_ask related_searches google_reviews knowledge_graph images
huddersfield macron junior league,210,9,4.14,,0,informational,https://www.juniorgrassrootshub.com/leagues/huddersfield-junior-league,organic ai_overview related_searches
leonard stanley fc,210,8,4.14,,0.029999999329447746,navigational,https://www.juniorgrassrootshub.com/clubs/leonard-stanley-sharks,organic related_searches knowledge_graph google_reviews images
category 2 football academies list,170,2,51.68,,0,informational,https://www.juniorgrassrootshub.com/academies/category-2,ai_overview organic people_also_ask images related_searches
list of category 1 football academies,170,2,51.68,,0,informational,https://www.juniorgrassrootshub.com/academies/category-1,ai_overview organic people_also_ask related_searches
grassroots football tournaments 2026,170,4,16.54,4.230000019073486,0.05000000074505806,commercial,https://www.juniorgrassrootshub.com/tournaments,organic ai_overview people_also_ask related_searches
mid cheshire junior football league,170,3,16.54,,0,informational,https://www.juniorgrassrootshub.com/leagues/mid-cheshire-youth-football-league,organic related_searches
tandridge youth football league,170,3,16.54,,0,informational,https://www.juniorgrassrootshub.com/leagues/tandridge-youth-football-league,organic people_also_ask related_searches
airedale fc,170,4,11.20,,0.009999999776482582,navigational,https://www.juniorgrassrootshub.com/clubs/airedale-fc,organic people_also_ask related_searches knowledge_graph google_reviews images
avon athletic jfc,170,4,11.20,,0.019999999552965164,transactional,https://www.juniorgrassrootshub.com/tournaments/avon-athletic-jfc-junior-football-tournament-2026,organic related_searches google_reviews knowledge_graph images
ballymena united youth,170,4,11.20,,0.009999999776482582,informational,https://www.juniorgrassrootshub.com/coaches/ballymena-united-youth-academy,organic related_searches knowledge_graph google_reviews third_party_reviews images
ballymena united youth academy,170,5,11.20,,0.009999999776482582,navigational,https://www.juniorgrassrootshub.com/coaches/ballymena-united-youth-academy,organic people_also_ask related_searches knowledge_graph google_reviews third_party_reviews images
evesham youth league,170,4,11.20,,0,informational,https://www.juniorgrassrootshub.com/leagues/ambassador-evesham-football-league,organic related_searches
hall green sports club,170,4,11.20,,0.019999999552965164,navigational,https://www.juniorgrassrootshub.com/clubs/hall-green-sports-club,organic people_also_ask knowledge_graph google_reviews third_party_reviews images
hockering fc,170,4,11.20,,0.009999999776482582,navigational,https://www.juniorgrassrootshub.com/clubs/hockering-fc,organic people_also_ask related_searches knowledge_graph google_reviews images
leicestershire midweek floodlit youth league,170,4,11.20,,0,informational,https://www.juniorgrassrootshub.com/leagues/leicestershire-midweek-floodlit-youth-league,organic related_searches
midweek floodlit league,170,4,11.20,,0,informational,https://www.juniorgrassrootshub.com/leagues/leicestershire-midweek-floodlit-youth-league,organic people_also_ask related_searches
pelsall villa colts,170,5,11.20,,0,navigational,https://www.juniorgrassrootshub.com/clubs/pelsall-villa-colts,organic twitter related_searches images
stokey united,170,4,11.20,,0.009999999776482582,navigational,https://www.juniorgrassrootshub.com/clubs/stokey-united,organic people_also_ask related_searches knowledge_graph google_reviews images
colchester district youth football league,170,5,7.97,,0,informational,https://www.juniorgrassrootshub.com/leagues/colchester-and-district-youth-league,organic people_also_ask related_searches
echo league u12,170,6,7.97,,0,informational,https://www.juniorgrassrootshub.com/leagues/echo-junior-league,organic people_also_ask related_searches
edfc,170,5,7.97,,0.009999999776482582,informational,https://www.juniorgrassrootshub.com/clubs/edfc-athletic,organic related_searches knowledge_graph google_reviews images
glasgow district league,170,5,7.97,,0,informational,https://www.juniorgrassrootshub.com/leagues/glasgow-and-district-youth-football-league,organic related_searches images
hibs football academy,170,6,7.97,1.4199999570846558,0,informational,https://www.juniorgrassrootshub.com/academies/hibernian-fc-youth-academy,organic ai_overview people_also_ask related_searches
paisley and johnstone 2011,170,5,7.97,,0,informational,https://www.juniorgrassrootshub.com/leagues/paisley-johnstone-and-district-youth-football-league,organic people_also_ask related_searches
u14 football match length,170,7,7.97,,0,informational,https://www.juniorgrassrootshub.com/age-group-rules/u14,ai_overview people_also_ask organic related_searches
york and district youth football league,170,5,7.97,,0,informational,https://www.juniorgrassrootshub.com/leagues/york-and-district-youth-football-league,organic related_searches
bmo coaching,170,6,5.75,1.5699999332427979,0.009999999776482582,commercial,https://www.juniorgrassrootshub.com/coaches/bmo-coaching,organic related_searches images
chiltern youth football league,170,6,5.75,,0,informational,https://www.juniorgrassrootshub.com/leagues/chiltern-youth-football-league,organic related_searches images
colchester and district youth football league,170,6,5.75,,0,informational,https://www.juniorgrassrootshub.com/leagues/colchester-and-district-youth-league,organic people_also_ask related_searches
f c cippenham,170,6,5.75,,0,navigational,https://www.juniorgrassrootshub.com/clubs/fc-cippenham,organic people_also_ask related_searches knowledge_graph google_reviews
gatwick warriors,170,6,5.75,,0,informational,https://www.juniorgrassrootshub.com/clubs/gatwick-warriors,organic related_searches knowledge_graph google_reviews third_party_reviews images
hackney marshes youth league,170,6,5.75,,0.009999999776482582,navigational,https://www.juniorgrassrootshub.com/leagues/hackney-marshes-saturday-youth-football-league,organic related_searches images
hibernian fc academy,170,7,5.75,1.4199999570846558,0,navigational,https://www.juniorgrassrootshub.com/academies/hibernian-fc-youth-academy,organic people_also_ask related_searches images
hunts league,170,7,5.75,,0,informational,https://www.juniorgrassrootshub.com/leagues/hunts-youth-league,organic ai_overview related_searches images
llanilar football club,170,6,5.75,,0,navigational,https://www.juniorgrassrootshub.com/clubs/llanilar-fc,organic images related_searches google_reviews knowledge_graph
maidstone youth football league,170,6,5.75,,0,informational,https://www.juniorgrassrootshub.com/leagues/maidstone-youth-football-league,organic related_searches images
north staffs youth league,170,6,5.75,,0,informational,https://www.juniorgrassrootshub.com/leagues/north-staffs-junior-youth-league,organic related_searches
osterley rangers,170,6,5.75,,0.009999999776482582,informational,https://www.juniorgrassrootshub.com/clubs/osterley-rangers,organic people_also_ask related_searches knowledge_graph google_reviews images
oxford grove football club,170,6,5.75,,0,navigational,https://www.juniorgrassrootshub.com/clubs/oxford-grove,organic people_also_ask related_searches knowledge_graph google_reviews images
rhydyfelin afc,170,7,5.75,0.05999999865889549,0.009999999776482582,navigational,https://www.juniorgrassrootshub.com/clubs/rhydyfelin-afc,organic people_also_ask related_searches knowledge_graph google_reviews images
rockleaze rangers,170,6,5.75,,0,informational,https://www.juniorgrassrootshub.com/clubs/rockleaze-rangers,organic related_searches knowledge_graph google_reviews images
santos panthers,170,10,5.75,,0,informational,https://www.juniorgrassrootshub.com/clubs/santos-panthers,ai_overview organic people_also_ask video images related_searches
shenley fc,170,6,5.75,,0,navigational,https://www.juniorgrassrootshub.com/clubs/shenley-fc,organic people_also_ask related_searches knowledge_graph google_reviews third_party_reviews images
talycopa afc,170,6,5.75,,0.009999999776482582,navigational,https://www.juniorgrassrootshub.com/clubs/talycopa-afc,organic related_searches google_reviews knowledge_graph images
acle united fc,170,7,4.35,,0,informational,https://www.juniorgrassrootshub.com/clubs/acle-united-f-c,organic people_also_ask related_searches google_reviews knowledge_graph
barnham trojans,170,7,4.35,0.05999999865889549,0.029999999329447746,informational,https://www.juniorgrassrootshub.com/clubs/barnham-trojans,organic people_also_ask related_searches knowledge_graph google_reviews images
carlisle united academy,170,8,4.35,,0,navigational,https://www.juniorgrassrootshub.com/academies/carlisle-united-youth-academy,organic people_also_ask related_searches images
down grange youth football club,170,7,4.35,,0.019999999552965164,navigational,https://www.juniorgrassrootshub.com/clubs/down-grange-youth,organic people_also_ask related_searches knowledge_graph google_reviews third_party_reviews
fa oxfordshire youth league,170,7,4.35,,0,informational,https://www.juniorgrassrootshub.com/leagues/oxfordshire-youth-football-league,organic related_searches
